Review File,TT_code,Title,Female Total,Male Total,Either Total,Female Positive Agency,Female Negative Agency,Male Positive Agency,Male Negative Agency,Either Positive Agency,Either Negative Agency,Female Power,Male Power,Either Power
./aclImdb/test/neg/6945_1.txt,tt0183423,Love Beat the Hell Outta Me,0,1,1,0,0,1,0,1,0,0,1,0
./aclImdb/test/neg/1416_1.txt,tt0483726,Man of the Year,4,4,1,3,1,2,0,1,0,1,1,0
./aclImdb/test/neg/9467_4.txt,tt0069811,The Body Shop,0,1,2,0,0,1,0,1,1,0,1,1
./aclImdb/test/neg/1082_1.txt,tt0317740,The Italian Job,0,0,4,0,0,0,0,2,0,0,0,2
./aclImdb/test/neg/6592_1.txt,tt0187993,The Instructor,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/3439_4.txt,tt0116213,Eraser,0,3,0,0,0,3,0,0,0,0,3,0
./aclImdb/test/neg/12345_4.txt,tt0079495,Luna,1,5,0,1,0,1,2,0,0,1,4,0
./aclImdb/test/neg/3725_1.txt,tt0116289,Feeling Minnesota,0,0,2,0,0,0,0,2,0,0,0,0
./aclImdb/test/neg/12059_1.txt,tt0200515,Camp Blood,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11937_3.txt,tt0068897,The Magnificent Seven Ride!,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4235_1.txt,tt0197569,L'humanité,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/218_3.txt,tt0913354,Armored,0,1,0,0,0,0,1,0,0,0,1,0
./aclImdb/test/neg/6900_1.txt,tt0414853,Barnyard,0,2,2,0,0,0,0,0,2,0,2,0
./aclImdb/test/neg/11558_3.txt,tt0093872,Robot Holocaust,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9786_1.txt,tt0111175,Shrunken Heads,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5895_3.txt,tt0840272,The 9/11 Commission Report,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9312_1.txt,tt0901494,Life Is Hot in Cracktown,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/10397_1.txt,tt0479008,Dante's Inferno,0,1,0,0,0,0,1,0,0,0,1,0
./aclImdb/test/neg/7549_2.txt,tt0202381,Guest House Paradiso,1,0,4,0,1,0,0,2,2,1,0,1
./aclImdb/test/neg/1326_4.txt,tt0108211,Stalingrad,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/671_3.txt,tt0046949,The Egyptian,0,1,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/12430_1.txt,tt0082669,The Loch Ness Horror,1,1,1,1,0,1,0,1,0,0,0,1
./aclImdb/test/neg/1879_1.txt,tt0223067,Crónica de un desayuno,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1224_3.txt,tt0783328,Comanche Moon,12,5,20,1,2,2,0,14,0,2,3,13
./aclImdb/test/neg/3583_3.txt,tt0217978,'R Xmas,0,0,2,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/12416_2.txt,tt0062493,The Wild Rebels,0,3,1,0,0,2,0,1,0,0,2,1
./aclImdb/test/neg/2813_4.txt,tt0049121,"Daniel Boone, Trail Blazer",0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/11746_1.txt,tt0155975,Psycho,0,3,1,0,0,1,2,1,0,0,2,1
./aclImdb/test/neg/12453_2.txt,tt0047000,The French Line,1,1,0,0,0,1,0,0,0,0,0,0
./aclImdb/test/neg/9149_3.txt,tt0242888,The Sleeping Dictionary,3,1,0,2,0,1,0,0,0,2,1,0
./aclImdb/test/neg/11377_4.txt,tt0235412,Gaudi Afternoon,0,2,0,0,0,1,0,0,0,0,2,0
./aclImdb/test/neg/7958_4.txt,tt0240200,Water,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/307_1.txt,tt0433624,The Wedding Director,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/858_4.txt,tt0196516,The Duke,0,3,0,0,0,1,1,0,0,0,1,0
./aclImdb/test/neg/7207_1.txt,tt0436774,Skarecrow,1,0,2,1,0,0,0,1,0,1,0,1
./aclImdb/test/neg/11828_1.txt,tt0154147,Animorphs,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5932_1.txt,tt0443567,Left Behind III: World at War,0,3,0,0,0,1,1,0,0,0,0,0
./aclImdb/test/neg/7693_1.txt,tt0791180,What's Up?,0,4,0,0,0,3,0,0,0,0,2,0
./aclImdb/test/neg/793_1.txt,tt0362478,The Box,0,1,3,0,0,1,0,0,2,0,1,2
./aclImdb/test/neg/4914_2.txt,tt0476729,Aksar,0,2,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/342_1.txt,tt0840359,The Planet,0,2,0,0,0,2,0,0,0,0,0,0
./aclImdb/test/neg/10275_3.txt,tt0225272,Title Not Found,0,0,1,0,0,0,0,0,1,0,0,1
./aclImdb/test/neg/11332_4.txt,tt0211426,Ice Angel,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/5228_4.txt,tt0107665,Needful Things,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5977_1.txt,tt0125678,Bongwater,0,0,1,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4171_1.txt,tt0274470,Dot and the Kangaroo,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/10828_1.txt,tt0338034,Killer Flood: The Day the Dam Broke,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5951_2.txt,tt0460668,Parco P.I.,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/119_3.txt,tt0827521,The Shepherd,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/12044_4.txt,tt0022867,Ecstasy,1,4,0,0,0,1,3,0,0,0,1,0
./aclImdb/test/neg/6693_1.txt,tt0863046,Flight of the Conchords,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1383_1.txt,tt0468999,Mind of Mencia,0,12,3,0,0,11,1,3,0,0,4,3
./aclImdb/test/neg/11990_4.txt,tt0400426,Far Cry,0,2,0,0,0,1,1,0,0,0,1,0
./aclImdb/test/neg/6411_2.txt,tt0481369,The Number 23,2,5,1,1,1,5,0,1,0,1,5,1
./aclImdb/test/neg/9011_3.txt,tt0051993,Night of the Blood Beast,1,0,0,0,1,0,0,0,0,0,0,0
./aclImdb/test/neg/4722_2.txt,tt0063090,Night of the Bloody Apes,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11196_4.txt,tt0327594,Reeseville,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9485_3.txt,tt0202521,Passport to Paris,3,0,3,3,0,0,0,1,0,3,0,0
./aclImdb/test/neg/1162_1.txt,tt0858437,Ed Gein: The Butcher of Plainfield,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8852_3.txt,tt0288081,Title Not Found,0,0,2,0,0,0,0,2,0,0,0,2
./aclImdb/test/neg/11094_3.txt,tt0214529,Belphegor: Phantom of the Louvre,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/2849_3.txt,tt0081752,Why Didn't They Ask Evans?,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/11400_3.txt,tt0239060,I Love You Too,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/1127_1.txt,tt0367623,Christmas Vacation 2: Cousin Eddie's Island Adventure,0,1,0,0,0,1,0,0,0,0,0,0
./aclImdb/test/neg/4741_1.txt,tt0758730,Aliens vs. Predator: Requiem,0,2,0,0,0,2,0,0,0,0,2,0
./aclImdb/test/neg/1964_1.txt,tt0246709,Title Not Found,0,2,0,0,0,1,1,0,0,0,1,0
./aclImdb/test/neg/6437_1.txt,tt0088512,EastEnders,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/3680_1.txt,tt0488164,Moscow Zero,0,1,3,0,0,0,0,1,2,0,0,3
./aclImdb/test/neg/5988_3.txt,tt0127282,Shrieker,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4390_1.txt,tt0362511,Dorm Daze,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11115_2.txt,tt0435617,Chupacabra Terror,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/8190_2.txt,tt0108213,Star,0,1,0,0,0,1,0,0,0,0,0,0
./aclImdb/test/neg/9522_1.txt,tt0317052,AKA,0,0,3,0,0,0,0,3,0,0,0,1
./aclImdb/test/neg/11956_2.txt,tt0385218,Scarecrow Gone Wild,0,7,6,0,0,4,1,3,2,0,2,2
./aclImdb/test/neg/10176_1.txt,tt0460975,Unidentified,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8541_2.txt,tt0212917,Title Not Found,0,1,1,0,0,0,1,1,0,0,0,1
./aclImdb/test/neg/2727_3.txt,tt0100260,Nightbreed,0,2,1,0,0,1,0,1,0,0,1,1
./aclImdb/test/neg/6006_4.txt,tt0142804,Resurrection,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/12200_1.txt,tt0119336,Hurlyburly,0,0,1,0,0,0,0,1,0,0,0,0
./aclImdb/test/neg/6492_4.txt,tt0052530,4D Man,0,2,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/9567_1.txt,tt0121939,Title Not Found,0,0,1,0,0,0,0,0,1,0,0,0
./aclImdb/test/neg/5272_3.txt,tt0160611,Ordinary Decent Criminal,0,2,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/4029_1.txt,tt0274509,From Venus,0,0,4,0,0,0,0,2,0,0,0,3
./aclImdb/test/neg/6800_4.txt,tt0422295,Fur: An Imaginary Portrait of Diane Arbus,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4335_4.txt,tt0089963,Savage Dawn,2,4,5,1,1,2,2,3,0,1,3,2
./aclImdb/test/neg/8504_2.txt,tt0402223,The Graffiti Artist,0,0,3,0,0,0,0,2,0,0,0,2
./aclImdb/test/neg/11176_1.txt,tt0095952,Dial: Help,0,2,0,0,0,2,0,0,0,0,2,0
./aclImdb/test/neg/7006_4.txt,tt0179344,Tell Me No Lies,3,0,0,0,2,0,0,0,0,0,0,0
./aclImdb/test/neg/6141_3.txt,tt0247234,Title Not Found,1,2,0,1,0,0,1,0,0,1,1,0
./aclImdb/test/neg/6590_3.txt,tt0417397,9th Company,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11133_1.txt,tt0232657,Sleepy Hollow High,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5335_4.txt,tt0038922,Sentimental Journey,2,1,0,1,0,0,1,0,0,1,0,0
./aclImdb/test/neg/143_4.txt,tt0251094,Metal Mayhem,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/10368_3.txt,tt0107899,Puppet Master 4,0,2,5,0,0,2,0,1,2,0,2,2
./aclImdb/test/neg/4272_3.txt,tt0085052,Mansfield Park,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/10150_2.txt,tt0212302,The Last Slumber Party,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8567_1.txt,tt0371853,The Nun,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9996_2.txt,tt0379725,Capote,0,1,1,0,0,0,1,0,0,0,1,0
./aclImdb/test/neg/2209_4.txt,tt0478207,Meltdown: Days of Destruction,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8686_4.txt,tt0097306,The Evil Below,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8908_1.txt,tt0431114,Today You Die,0,5,2,0,0,3,0,0,0,0,3,0
./aclImdb/test/neg/2150_1.txt,tt0473043,Hell to Pay,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/7736_1.txt,tt0299977,Hero,0,1,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9784_3.txt,tt0343449,The Bone Snatcher,1,1,9,1,0,0,0,5,3,0,0,6
./aclImdb/test/neg/636_1.txt,tt0450258,Alien Express,0,1,1,0,0,0,0,0,1,0,1,1
./aclImdb/test/neg/5440_1.txt,tt0112715,Congo,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5091_1.txt,tt0388377,River Queen,0,1,0,0,0,0,0,0,0,0,1,0
./aclImdb/test/neg/2581_1.txt,tt0120786,The Patriot,0,1,1,0,0,0,0,1,0,0,0,0
./aclImdb/test/neg/1245_2.txt,tt0338467,High Roller: The Stu Ungar Story,1,7,1,1,0,2,2,0,1,1,4,1
./aclImdb/test/neg/10539_2.txt,tt0297162,Half Past Dead,0,1,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9257_4.txt,tt0064369,The Ghastly Ones,0,1,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9908_1.txt,tt0429748,Title Not Found,0,0,2,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/2935_2.txt,tt0119360,In & Out,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/5466_2.txt,tt0424863,The Book of Revelation,5,5,2,3,1,3,0,0,0,3,1,0
./aclImdb/test/neg/3115_1.txt,tt0152015,Pola X,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/3209_4.txt,tt0101628,Critters 4,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1263_1.txt,tt0117038,Michael,0,0,2,0,0,0,0,2,0,0,0,2
./aclImdb/test/neg/3956_1.txt,tt0441796,Stay Alive,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/428_3.txt,tt0118604,An American Werewolf in Paris,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/5423_2.txt,tt0045849,Title Not Found,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/284_2.txt,tt0349903,Ocean's Twelve,1,1,9,1,0,1,0,7,1,1,1,5
./aclImdb/test/neg/3150_1.txt,tt0144701,Barney & Friends,0,4,0,0,0,1,1,0,0,0,3,0
./aclImdb/test/neg/1226_1.txt,tt0783328,Comanche Moon,0,1,1,0,0,1,0,1,0,0,1,1
./aclImdb/test/neg/4440_1.txt,tt0079770,Quintet,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/6307_4.txt,tt0097457,Great Balls of Fire!,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/3561_4.txt,tt0762068,Addison's Wall,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8640_2.txt,tt0489017,Dark World,0,1,2,0,0,0,0,2,0,0,1,2
./aclImdb/test/neg/5975_3.txt,tt0424024,Darwin's Nightmare,0,3,2,0,0,1,2,1,1,0,2,1
./aclImdb/test/neg/7078_2.txt,tt0440464,Shadow of the Sword,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1999_1.txt,tt0367677,Dracula 3000,1,1,3,0,0,0,1,2,0,0,1,2
./aclImdb/test/neg/178_2.txt,tt0411674,Mondovino,0,1,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11214_2.txt,tt0088708,American Ninja,0,2,0,0,0,1,1,0,0,0,1,0
./aclImdb/test/neg/5930_3.txt,tt0443567,Left Behind III: World at War,0,1,0,0,0,0,1,0,0,0,1,0
./aclImdb/test/neg/10232_1.txt,tt0149215,The Swan Princess: The Mystery of the Enchanted Treasure,0,1,0,0,0,0,1,0,0,0,0,0
./aclImdb/test/neg/4328_1.txt,tt0073166,India Song,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9666_1.txt,tt0191176,Headcrusher,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/6078_2.txt,tt0134017,Title Not Found,1,3,5,0,1,1,1,3,2,1,2,3
./aclImdb/test/neg/10214_2.txt,tt0097987,No Holds Barred,0,3,0,0,0,0,2,0,0,0,2,0
./aclImdb/test/neg/6691_3.txt,tt0490822,Bring It On: All or Nothing,0,0,1,0,0,0,0,1,0,0,0,0
./aclImdb/test/neg/4975_3.txt,tt0463963,Two Tickets to Paradise,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/3426_3.txt,tt0434541,Macbeth,0,1,1,0,0,1,0,1,0,0,1,0
./aclImdb/test/neg/2561_4.txt,tt0070800,Five Fingers of Death,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4136_3.txt,tt0377309,Survival Island,0,0,5,0,0,0,0,1,2,0,0,1
./aclImdb/test/neg/693_4.txt,tt0248615,WrestleMania 2,1,8,4,1,0,5,0,4,0,0,4,3
./aclImdb/test/neg/7793_4.txt,tt0041134,The Astonished Heart,5,3,2,4,1,1,0,2,0,2,1,1
./aclImdb/test/neg/2638_1.txt,tt0167284,Milo,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5877_4.txt,tt0113376,Ice Cream Man,0,4,1,0,0,3,0,1,0,0,3,1
./aclImdb/test/neg/9605_2.txt,tt0145495,Storm Trooper,5,3,3,5,0,1,0,2,0,4,0,2
./aclImdb/test/neg/10680_2.txt,tt0159693,Razor Blade Smile,0,2,1,0,0,2,0,0,1,0,1,1
./aclImdb/test/neg/10069_3.txt,tt0163025,Jurassic Park III,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/985_4.txt,tt0077280,The Buddy Holly Story,0,2,1,0,0,1,0,1,0,0,1,1
./aclImdb/test/neg/8970_1.txt,tt0112112,Pacific Blue,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/11567_1.txt,tt0093872,Robot Holocaust,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1803_3.txt,tt0110002,Heart of Darkness,0,7,0,0,0,5,0,0,0,0,6,0
./aclImdb/test/neg/8935_1.txt,tt0087333,Gimme an 'F',0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/10541_2.txt,tt0297162,Half Past Dead,1,8,6,0,0,6,0,5,1,0,3,4
./aclImdb/test/neg/183_4.txt,tt0402014,Ab Tak Chhappan,0,3,2,0,0,3,0,1,1,0,1,1
./aclImdb/test/neg/11522_1.txt,tt0274905,Stranded,0,0,3,0,0,0,0,1,0,0,0,2
./aclImdb/test/neg/2234_4.txt,tt0004286,The Magic Cloak,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/3373_3.txt,tt0239496,Jack Frost 2: Revenge of the Mutant Killer Snowman,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/6515_3.txt,tt0116421,The Glimmer Man,0,1,2,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/5626_3.txt,tt0031565,Let Freedom Ring,3,8,8,0,0,4,0,8,0,0,6,4
./aclImdb/test/neg/1944_4.txt,tt0115813,Campfire Tales,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/3271_4.txt,tt0091972,Slow Burn,2,2,1,0,0,2,0,0,0,0,2,0
./aclImdb/test/neg/6417_4.txt,tt0097302,Eversmile New Jersey,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/10522_1.txt,tt0134969,Soccer Dog: The Movie,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/6452_4.txt,tt0114594,Swimming with Sharks,0,4,0,0,0,3,0,0,0,0,3,0
./aclImdb/test/neg/3128_1.txt,tt0049118,Dakota Incident,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/1593_4.txt,tt0069089,Pink Flamingos,2,0,2,1,1,0,0,2,0,1,0,0
./aclImdb/test/neg/9176_1.txt,tt0155913,Title Not Found,0,1,1,0,0,1,0,1,0,0,1,0
./aclImdb/test/neg/5376_2.txt,tt0785036,Paranormal State,0,0,2,0,0,0,0,1,0,0,0,0
./aclImdb/test/neg/11485_3.txt,tt0433817,The Absent,0,2,2,0,0,2,0,0,0,0,1,0
./aclImdb/test/neg/7000_2.txt,tt0179344,Tell Me No Lies,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/7806_2.txt,tt0270980,My Boss's Daughter,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/3291_1.txt,tt0460692,The War at Home,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/9502_4.txt,tt0311863,Stealing Sinatra,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/4781_1.txt,tt0963794,The Ruins,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/7494_2.txt,tt0492487,Small Town Gay Bar,0,0,1,0,0,0,0,0,1,0,0,0
./aclImdb/test/neg/10915_4.txt,tt0085382,Cujo,9,1,0,8,0,0,0,0,0,6,0,0
./aclImdb/test/neg/7820_1.txt,tt0270980,My Boss's Daughter,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/163_1.txt,tt0819714,The Edge of Love,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/10054_3.txt,tt0064110,The Bridge at Remagen,1,0,0,1,0,0,0,0,0,1,0,0
./aclImdb/test/neg/920_1.txt,tt0391229,I Want Someone to Eat Cheese With,1,0,0,0,0,0,0,0,0,1,0,0
./aclImdb/test/neg/2519_4.txt,tt0385639,Death Bed: The Bed That Eats,0,1,1,0,0,1,0,1,0,0,1,0
./aclImdb/test/neg/6494_2.txt,tt0089847,The Protector,0,1,2,0,0,1,0,1,1,0,1,2
./aclImdb/test/neg/7865_1.txt,tt0367122,Target,0,1,0,0,0,1,0,0,0,0,0,0
./aclImdb/test/neg/5350_1.txt,tt0117913,A Time to Kill,0,1,1,0,0,1,0,1,0,0,1,0
./aclImdb/test/neg/11156_4.txt,tt0146675,End of Days,0,1,0,0,0,1,0,0,0,0,1,0
./aclImdb/test/neg/11915_4.txt,tt0038080,The Shanghai Cobra,0,3,0,0,0,2,1,0,0,0,1,0
./aclImdb/test/neg/7026_1.txt,tt0071803,Mame,2,0,0,1,0,0,0,0,0,0,0,0
./aclImdb/test/neg/2291_1.txt,tt0116247,Evil Ed,1,4,0,1,0,4,0,0,0,1,2,0
./aclImdb/test/neg/10229_2.txt,tt0149215,The Swan Princess: The Mystery of the Enchanted Treasure,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/1555_2.txt,tt0118214,Zarkorr! The Invader,0,0,2,0,0,0,0,2,0,0,0,2
./aclImdb/test/neg/8502_4.txt,tt0402223,The Graffiti Artist,0,0,1,0,0,0,0,1,0,0,0,1
./aclImdb/test/neg/5781_1.txt,tt0100232,Navy Seals,0,0,1,0,0,0,0,0,0,0,0,1
./aclImdb/test/neg/9251_2.txt,tt0477448,Title Not Found,2,0,0,1,1,0,0,0,0,1,0,0
./aclImdb/test/neg/1341_3.txt,tt0430770,The Women,2,1,2,1,0,1,0,0,1,1,1,0
./aclImdb/test/neg/5460_4.txt,tt0424863,The Book of Revelation,0,6,0,0,0,1,4,0,0,0,3,0
./aclImdb/test/neg/9069_3.txt,tt0108125,Title Not Found,0,0,0,0,0,0,0,0,0,0,0,0
./aclImdb/test/neg/8232_1.txt,tt0100079,Luther the Geek,5,9,2,4,1,6,0,0,1,4,4,0
